Date,Rolling_Volatility,Rolling_Sharpe,Rolling_Sortino
2023-12-28,0.43231678939762147,2.9055970073450372,5.738380371057731
2023-12-29,0.43244468898735283,2.87872255575922,5.692944507736742
2024-01-02,0.430468393908345,2.7253081564720514,5.389373017335642
2024-01-03,0.4312156918295239,2.663536537702882,5.299295013730816
2024-01-04,0.42759486454058865,2.818592031257355,5.693019230794985
2024-01-05,0.4265385978747438,2.7761067256299325,5.593355793794832
2024-01-08,0.42723514237273774,2.959883410020477,5.9778575051391405
2024-01-09,0.42606043792203363,2.8941156645476336,5.828960049545979
2024-01-10,0.4233120685024982,2.8198871557657625,5.642822184672533
2024-01-11,0.4233370527389763,2.7894518097803847,5.5768778669117065
2024-01-12,0.4235523347681055,2.723177010063617,5.468988493967771
2024-01-16,0.42353707115942346,2.722449054250779,5.467329497786385
2024-01-17,0.42368943112054236,2.665588488292784,5.372555375166453
2024-01-18,0.4205957013727067,2.572374233405422,5.146821969317688
2024-01-19,0.4207044338585573,2.6875083919695846,5.354862113283915
2024-01-22,0.41947221665934664,2.7563177653558437,5.467054382466554
2024-01-23,0.41582285090015186,2.6445451871291,5.199723526548405
2024-01-24,0.4096531949230949,2.535929652464681,4.912182084935172
2024-01-25,0.4113664496733882,2.437085326814037,4.728835449922507
2024-01-26,0.4114784075530471,2.414843917588324,4.69315228670782
2024-01-29,0.409627495701918,2.3740090501552307,4.593037607181404
2024-01-30,0.40666374344217293,2.2724003204469794,4.364644002582073
2024-01-31,0.4023105419098281,2.395582815438519,4.78475563808467
2024-02-01,0.40203433717180076,2.3825355936333312,4.755429041338273
2024-02-02,0.3984900757266114,2.3252892721486678,4.600252382929551
2024-02-05,0.39754810337248875,2.294892141492333,4.529383834423997
2024-02-06,0.39709741788113767,2.328745130661306,4.573178853275544
2024-02-07,0.3975663049813483,2.366512208525341,4.652833186108858
2024-02-08,0.3960036712513929,2.2733825346340617,4.445061441261418
2024-02-09,0.39695861251304226,2.327304299854542,4.561465954985634
2024-02-12,0.39699516445016103,2.275619744940674,4.4707063557193125
2024-02-13,0.3936792085245828,2.3988835279928375,4.80580905140489
2024-02-14,0.3941167259711016,2.4242189843006035,4.861962267164317
2024-02-15,0.3899944437068463,2.3122538394122616,4.588902164957067
2024-02-16,0.39001384017351504,2.3069883613442976,4.571159701978772
2024-02-20,0.3899310659060367,2.309364638743602,4.5795646507057155
2024-02-21,0.39030650368370934,2.2862524282448335,4.540926391108373
2024-02-22,0.4046384417297104,2.5974564080807054,5.415325413101749
2024-02-23,0.4047349088215251,2.561219244859804,5.349665401127236
2024-02-26,0.3932464282991035,2.417357527072344,4.905856864387463
2024-02-27,0.3926475741979835,2.461573504719927,4.967581459786013
2024-02-28,0.3923006807616585,2.3908598114644186,4.829011192043667
2024-02-29,0.3921165155490115,2.4534398804766178,4.93391304856383
2024-03-01,0.3922064439885012,2.578021638920991,5.166320201654703
2024-03-04,0.3921983131785395,2.5838771093930037,5.177947138656012
2024-03-05,0.39157163320153004,2.5014763854639295,5.013976111074608
2024-03-06,0.39123381077548397,2.583427012164811,5.151313565128252
2024-03-07,0.3918675176780268,2.712316727867659,5.393960205160382
2024-03-08,0.3946328925433605,2.535777932144075,4.980458532325011
2024-03-11,0.39278347514569595,2.6155264375681515,5.173531964215469
2024-03-12,0.3950427081278229,2.75987124262409,5.46689302481939
2024-03-13,0.395872638903239,2.6953980481205218,5.368151803390133
2024-03-14,0.3953032930113899,2.487908716042893,4.916083548034162
2024-03-15,0.39529583188791,2.4902503062478973,4.920617632024861
2024-03-18,0.3937372657173187,2.448257049204376,4.818567154287696
2024-03-19,0.3937020701656827,2.4602967975028163,4.8466635752084635
2024-03-20,0.3938193015416382,2.4729360532323645,4.873012875934925
2024-03-21,0.392840609953996,2.407554334961233,4.732385870979995
2024-03-22,0.39306235900020836,2.4595485421907908,4.838679757372068
2024-03-25,0.3927205923995006,2.430216340808788,4.776817355792397
2024-03-26,0.3925588878615356,2.4418566139837177,4.7929946575144635
2024-03-27,0.3928731703819301,2.4155584485437647,4.761781591004347
2024-03-28,0.392836597363105,2.419298537943471,4.765371832832424
2024-04-01,0.39240623914019973,2.361897232557541,4.639904173513069
2024-04-02,0.393126237798727,2.2704143637017444,4.48313181166323
2024-04-03,0.39233191378214943,2.199988254384012,4.327928475388827
2024-04-04,0.39261877928042216,2.183968652648463,4.298289205027247
2024-04-05,0.3921355532447005,2.2439762064855433,4.391963486118792
2024-04-08,0.3910697201665996,2.335195747182936,4.551029561574467
2024-04-09,0.3912293004446271,2.3064455635004957,4.5089983105825295
2024-04-10,0.3911145788672753,2.2866892758999047,4.469064784227136
2024-04-11,0.39213971869991754,2.3838789000646434,4.6603878344458955
2024-04-12,0.39194677180919446,2.3914919762598963,4.67995814215778
2024-04-15,0.39374267951940845,2.2735210675492157,4.446571223812331
2024-04-16,0.3937326097263522,2.2660992358362306,4.431942196397846
2024-04-17,0.39512974627375286,2.1570008893109134,4.227416555823661
2024-04-18,0.39510986061016096,2.1110114036532166,4.143187996647604
2024-04-19,0.4029528276934699,1.8801225011281009,3.462396857009592
2024-04-22,0.399799216747696,2.0706625428553624,3.8684134763000237
2024-04-23,0.40076734835187117,2.132806498969981,3.9941595370167104
2024-04-24,0.40075128895479034,2.1811878252947734,4.075310461067064
2024-04-25,0.4015198988793814,2.3390561395844336,4.366993363189457
2024-04-26,0.40314271517376954,2.4133487722942917,4.523907532220466
2024-04-29,0.40504019238440203,2.467348990583345,4.646902023772452
2024-04-30,0.40588346803978653,2.342495806769926,4.4260531617892855
2024-05-01,0.4069581419338637,2.195219712746727,4.149617028531569
2024-05-02,0.40676695994576484,2.302522647902613,4.333196769408067
2024-05-03,0.40716777205661125,2.3881711480851475,4.483726843501106
2024-05-06,0.40806445471510966,2.474299463984972,4.648877893119493
2024-05-07,0.40690423296759665,2.3137534076005033,4.348656429328791
2024-05-08,0.4068821160725834,2.2626276041011963,4.261088817356857
2024-05-09,0.4068324571896259,2.265179867152381,4.265733216601861
2024-05-10,0.4068223944033696,2.2559298081073944,4.248208644118586
2024-05-13,0.4068454603187039,2.2835671883549176,4.304616074597329
2024-05-14,0.40672654997120306,2.3585972098760126,4.426516491258497
2024-05-15,0.40692708942452227,2.374280255033932,4.458146811889091
2024-05-16,0.4069410574668073,2.3566520547995897,4.4191037274996745
2024-05-17,0.4058409586280046,2.250160271519185,4.221927957182225
2024-05-20,0.4043075312463976,2.1922985261982366,4.09782128232976
2024-05-21,0.4047819669982382,2.259082777986703,4.224669986682478
2024-05-22,0.4050488706285596,2.193017527758075,4.120995625270112
2024-05-23,0.4077939101862772,2.3513322704227853,4.429229333713487
2024-05-24,0.40830552499001543,2.4354530417894806,4.580566523867783
2024-05-28,0.3735313653001131,2.3180312524825624,3.9884168290691275
2024-05-29,0.3724361282849618,2.251798594237528,3.8630962138901954
2024-05-30,0.37206790835031744,2.1053712212272613,3.6213561482758934
2024-05-31,0.37016163679820546,2.1944491341835435,3.7809353740177625
2024-06-03,0.36928038218883924,2.173054425686924,3.7351596464638868
2024-06-04,0.36928855771045227,2.1856486603416196,3.756890448142574
2024-06-05,0.37078631952439184,2.2690476104821657,3.9160627244891266
2024-06-06,0.3707685287077867,2.2716779573175936,3.9182662326603683
2024-06-07,0.3702434068302169,2.316699196027987,3.970429869083055
2024-06-10,0.3690683820537779,2.2317676286096044,3.8096222396965502
2024-06-11,0.3690659122207201,2.1578366963602185,3.6967763150677078
2024-06-12,0.3702095373622521,2.197012314599433,3.775554624966351
2024-06-13,0.3698091364458945,2.187105148020784,3.754464163675206
2024-06-14,0.3687209788850287,2.121539279657528,3.6311951447809805
2024-06-17,0.3686765924211749,2.169871038066199,3.7047381736068363
2024-06-18,0.3690717005579355,2.206596774576941,3.771479551108589
2024-06-20,0.3692503588568122,2.031036353679414,3.4716237941131816
2024-06-21,0.36862647939820314,2.0572055014337303,3.5219712725359416
2024-06-24,0.37206410963627934,1.8953536936094357,3.21565699415715
2024-06-25,0.37486658567025305,2.0879422742990665,3.5570173996312073
2024-06-26,0.37205203954387434,2.2662399636873958,3.8855464032658635
2024-06-27,0.37117536780408844,2.1514784446441717,3.694516908714962
2024-06-28,0.37110809472558853,2.161666845114315,3.7038230059967288
2024-07-01,0.37154433772770634,2.2290862793699966,3.8206699657618293
2024-07-02,0.37099363613911096,2.208093136731751,3.7790779184548615
2024-07-03,0.3736458349634861,2.270416213501392,3.9135205950623186
2024-07-05,0.3737879244073234,2.247063972896605,3.8846339483567416
2024-07-08,0.3737308623586574,2.313564293138577,3.985147196506885
2024-07-09,0.3745693404179646,2.372787232641042,4.09632923008616
2024-07-10,0.3746561721857359,2.4535590344515352,4.221176134516361
2024-07-11,0.3807645130348039,2.2350321153687007,3.729896883026447
2024-07-12,0.38034178278817393,2.216192806396861,3.69435112913257
2024-07-15,0.3786007736324961,2.1243382588293342,3.525021414031873
2024-07-16,0.37866203492646167,2.1168426076216305,3.517516867752645
2024-07-17,0.3825977576948202,1.8842097710503716,3.079116402894637
2024-07-18,0.3826255220290771,1.8857911685989466,3.081924305773191
2024-07-19,0.38390386555374617,1.8220533163054027,2.981136750425412
2024-07-22,0.3826406788989511,2.0921877784315916,3.484860896807317
2024-07-23,0.38209596176617794,2.122448757647156,3.530539527244242
2024-07-24,0.39186143659868705,1.8148831005426118,2.850952416472101
2024-07-25,0.39184213057256256,1.7671923012446973,2.7821089475131164
2024-07-26,0.39177676506915854,1.7899133172863784,2.8129908445003933
2024-07-29,0.3917654190225179,1.8168435744428866,2.8530307933514236
2024-07-30,0.39635311578724836,1.5760260406582374,2.4329819081743613
2024-07-31,0.40876554560096173,1.7768916409959106,2.8289706426584487
2024-08-01,0.4143849896864465,1.6178198583481418,2.5179165165207937
2024-08-02,0.41293366707194634,1.66361084048435,2.6004274380514802
2024-08-05,0.41719271690161386,1.4854386456810653,2.30200924495211
2024-08-06,0.41799833549367543,1.5611882692803294,2.4213587627968796
2024-08-07,0.42113890131857057,1.4121792674351827,2.1858354092485057
2024-08-08,0.4239761429868128,1.5623520860859363,2.4250792354432185
2024-08-09,0.4215986242248443,1.6716854131480772,2.5900319371646923
2024-08-12,0.42216884000407634,1.7254179477097873,2.676898274865257
2024-08-13,0.4250152870909224,1.9257375256842595,2.9994423750077934
2024-08-14,0.4228299521185635,1.8322970946843415,2.8392296073749126
2024-08-15,0.42504925503969687,1.9470246648274445,3.027051671764793
2024-08-16,0.4246754541636471,2.017673547206315,3.1204989655648734
2024-08-19,0.4259756579970581,2.129782301412784,3.292244574220217
2024-08-20,0.426370237819385,2.101601277390255,3.2594516128186277
2024-08-21,0.41921861728936227,1.9669754717835903,2.999485993162134
2024-08-22,0.42127167775066426,1.895766733429018,2.880391817227801
2024-08-23,0.42274088812804933,1.9333665483715912,2.9477650379438214
2024-08-26,0.42356628053083045,1.8882873130326499,2.8880232735152016
2024-08-27,0.42347097357705676,1.913397702042605,2.9201588080661596
2024-08-28,0.42397776936885356,1.834769777406899,2.8161007649302925
2024-08-29,0.4237018655844396,1.6090788892442156,2.457080052038233
2024-08-30,0.42412261456577444,1.6438022728643085,2.5125956262743094
2024-09-03,0.43059950267352437,1.446511670546393,2.171146036364659
2024-09-04,0.4295729352714958,1.515355541880229,2.2607376826363885
2024-09-05,0.42981263128720565,1.5300688497892831,2.2839619702317386
2024-09-06,0.4325259290617429,1.4576428923485982,2.157572902989213
2024-09-09,0.4333032379109065,1.5597779410154669,2.304251008991253
2024-09-10,0.4335338321689513,1.6468954692322486,2.4246478075054276
2024-09-11,0.4367324282496598,1.7161758308218122,2.5452875686305583
2024-09-12,0.43667391324020294,1.7784239510299018,2.6279547723003196
2024-09-13,0.4365473856333958,1.7480417757829085,2.582310963514073
2024-09-16,0.43704737678292255,1.689021060929863,2.5091803772548045
2024-09-17,0.4360572159394874,1.7431400837460582,2.5786526054086205
2024-09-18,0.43624048223684303,1.7299226175734435,2.5632382857609497
2024-09-19,0.4386577415955609,1.847078773532274,2.7470010967266876
2024-09-20,0.4382641166217518,1.8645707504770275,2.7712456508349987
2024-09-23,0.43732357258916543,1.9702508055376788,2.9112140800018236
2024-09-24,0.4382732041954446,2.046835804151391,3.0293564929956296
2024-09-25,0.4384304773862511,2.0590018185693766,3.0484559671538265
2024-09-26,0.4382759675057983,2.078856501508754,3.066050678478534
2024-09-27,0.43841649555909096,2.049837517234543,3.0319495385552426
2024-09-30,0.43819542365859293,2.0143827814642656,2.978005416381862
2024-10-01,0.4393822591552193,1.9154513451810289,2.8488806650766327
2024-10-02,0.43897697568056354,1.8678276166318282,2.7754866953847537
2024-10-03,0.4381229186069959,1.9612801680164083,2.8966968113468483
2024-10-04,0.43799106933195003,1.9557503427798668,2.887660303076269
2024-10-07,0.4379565105215488,1.9458756595033873,2.8728536641913265
2024-10-08,0.43872998394460566,1.9778466850831684,2.925212174621566
2024-10-09,0.4386587452041199,1.9849703270912085,2.9322773490019984
2024-10-10,0.4385913017122967,1.975918809938024,2.9184573069126487
2024-10-11,0.4394532662175928,1.8786225540510864,2.791464296918095
2024-10-14,0.4396890945130299,1.9264557240459854,2.8625647352175037
2024-10-15,0.4397817409100628,1.9234172564867291,2.85765027985283
2024-10-16,0.4401746601566413,1.9471984473889001,2.895567067390679
2024-10-17,0.43876789634411123,2.0385344640073315,3.0130796956813164
2024-10-18,0.4363729246288149,2.158095839108194,3.178200469569521
2024-10-21,0.43568778663406216,2.289799444726462,3.35520376398681
2024-10-22,0.4348901883565582,2.3426055478176124,3.412029572456133
2024-10-23,0.43528263851099436,2.2196436436402456,3.249551921845205
2024-10-24,0.44006284001810025,2.3146464351735108,3.4258491697017766
2024-10-25,0.4383816018719333,2.4411129486669547,3.5950945896987143
2024-10-28,0.43704440684113866,2.497257045478273,3.674288671482716
2024-10-29,0.43706262093948767,2.4856322871190555,3.6573372337261136
2024-10-30,0.4372982060567815,2.46412022574519,3.638066644979078
2024-10-31,0.43971142528036566,2.357740513969403,3.4924545227887243
2024-11-01,0.43879518948769575,2.315170495313267,3.4222508498913515
2024-11-04,0.43751926570816285,2.2252893901744213,3.284349921848211
2024-11-05,0.4377633941385973,2.2339987263551926,3.299043993240229
2024-11-06,0.4430933722053995,2.3471391267190658,3.508325094449185
2024-11-07,0.44354877727619973,2.383804592802238,3.5667919793916627
2024-11-08,0.4437543472685139,2.403643292480628,3.59814268250571
2024-11-11,0.44364478716412925,2.463473392644564,3.673514175251777
2024-11-12,0.44311686964395264,2.3961884038514683,3.5736503688662817
2024-11-13,0.4431030590043735,2.3404806825537023,3.500467271504808
2024-11-14,0.4425407831811247,2.234535343412891,3.3522768238887526
2024-11-15,0.44281912034302723,2.211336822886158,3.3286832858096442
2024-11-18,0.4427833739709774,2.235720624601094,3.3621662767327294
2024-11-19,0.4442709670600612,2.323615460493408,3.505301601633633
2024-11-20,0.44425355889984824,2.264680667127731,3.426538346298814
2024-11-21,0.4442471528316745,2.2669598409106073,3.429937353335083
2024-11-22,0.44349473667211803,2.304062314005532,3.478571904358168
2024-11-25,0.4455081326380838,2.2281086702104664,3.361210270921171
2024-11-26,0.4454928573417876,2.2207384592051205,3.3499770834447435
2024-11-27,0.44579315212413567,2.173943942892908,3.294575177003755
2024-11-29,0.4463418360648519,2.226292632512105,3.3780613482764164
2024-12-02,0.44547617222894537,2.3141070857109836,3.48960828493262
2024-12-03,0.44543953945741893,2.3257836595483563,3.506246133066241
2024-12-04,0.44535708808495544,2.4447629464046465,3.668103357282713
2024-12-05,0.4450966281451618,2.421532226411379,3.6311233184050904
2024-12-06,0.44466905570188736,2.4654947959857414,3.6771523913699253
2024-12-09,0.4448873395632948,2.3781215421008546,3.56513171874826
2024-12-10,0.44498503533056816,2.3204429115500957,3.4914486243286924
2024-12-11,0.4458524211446209,2.445447717125515,3.6696104529364484
2024-12-12,0.44618537770820704,2.3838398918811574,3.595359089294901
2024-12-13,0.44621175265976326,2.3568208718180608,3.55765923697873
2024-12-16,0.44598597181157795,2.331365757156002,3.517453615117019
2024-12-17,0.44593988629036674,2.3127691709053946,3.489035398211702
2024-12-18,0.4473127676867109,2.1981945229507796,3.334210480920929
2024-12-19,0.4473009183994677,2.214877112929277,3.360744208475321
2024-12-20,0.4458329712702589,2.32085597975105,3.501576349999185
2024-12-23,0.4463991495392701,2.342365322450657,3.538516412203244
2024-12-24,0.4467882186465729,2.406091337592525,3.6324072817952073
2024-12-26,0.44686749047655605,2.3653938296300043,3.579976140779845
2024-12-27,0.44811708135195044,2.2761561387610394,3.466394282632682
